C101.txt;828,94;5,67;10
C101.txt;828,94;2,09;10
C101.txt;828,94;1,22;10
C101.txt;828,94;1,22;10
C101.txt;828,94;1,19;10
C101.txt;828,94;2,16;10
C101.txt;828,94;3,20;10
C101.txt;828,94;1,57;10
C101.txt;828,94;1,17;10
C101.txt;828,94;1,15;10
C101.txt;828,94;6,05;10
C101.txt;828,94;1,85;10
C101.txt;828,94;1,26;10
C101.txt;828,94;3,36;10
C101.txt;828,94;1,62;10
<<<<<<< Updated upstream
C101.txt;828,94;2,43;10
C101.txt;828,94;2,94;10
C101.txt;828,94;1,70;10
C101.txt;828,94;1,61;10
C101.txt;828,94;1,65;10
C101.txt;828,94;5,40;10
C101.txt;828,94;1,73;10
C101.txt;828,94;1,22;10
C101.txt;828,94;2,30;10
C101.txt;828,94;1,83;10
C101.txt;828,94;2,26;10
C101.txt;828,94;3,03;10
C101.txt;828,94;1,40;10
C101.txt;828,94;1,16;10
C101.txt;828,94;2,61;10
C101.txt;828,94;3,05;10
C101.txt;828,94;3,61;10
C101.txt;828,94;1,54;10
C101.txt;828,94;1,15;10
C101.txt;828,94;1,11;10
C101.txt;828,94;1,10;10
C101.txt;828,94;1,14;10
C101.txt;828,94;1,16;10
C101.txt;828,94;1,10;10
C101.txt;891,26;1,12;11
C101.txt;828,94;6,51;10
C101.txt;828,94;2,02;10
C101.txt;828,94;1,91;10
C101.txt;828,94;2,05;10
C101.txt;828,94;2,25;10
C101.txt;828,94;2,32;10
C101.txt;828,94;2,29;10
C101.txt;828,94;2,27;10
C101.txt;828,94;2,28;10
C101.txt;828,94;2,17;10
C101.txt;828,94;19,86;10
C101.txt;828,94;8,02;10
C101.txt;828,94;14,89;10
C101.txt;828,94;7,92;10
C101.txt;828,94;7,99;10
C101.txt;828,94;7,16;10
C101.txt;828,94;6,71;10
C101.txt;828,94;1,72;10
C101.txt;828,94;6,63;10
C101.txt;828,94;7,73;10
C101.txt;828,94;9,22;10
C101.txt;828,94;7,32;10
=======
C101.txt;828,94;1,63;10
C102.txt;828,94;3,46;10
C102.txt;828,94;1,88;10
C102.txt;828,94;1,75;10
C102.txt;828,94;1,67;10
C102.txt;828,94;1,74;10
C101.txt;828,94;2,40;10
C101.txt;828,94;1,00;10
C101.txt;828,94;,95;10
C101.txt;828,94;,96;10
C101.txt;828,94;,96;10
C101.txt;828,94;1,01;10
C101.txt;828,94;,94;10
C101.txt;828,94;,94;10
C101.txt;828,94;,96;10
C101.txt;828,94;,94;10
C101.txt;828,94;2,46;10
C101.txt;828,94;1,00;10
C101.txt;828,94;,99;10
C101.txt;828,94;,96;10
C101.txt;828,94;,96;10
C101.txt;828,94;1,00;10
C101.txt;828,94;,95;10
C101.txt;828,94;,94;10
C101.txt;828,94;,95;10
C101.txt;828,94;,94;10
C101.txt;828,94;2,42;10
C101.txt;828,94;1,19;10
C101.txt;828,94;1,00;10
C101.txt;828,94;1,02;10
C101.txt;828,94;1,01;10
C101.txt;828,94;1,04;10
C101.txt;828,94;,98;10
C101.txt;828,94;,98;10
C101.txt;828,94;,97;10
C101.txt;828,94;,97;10
C101.txt;828,94;2,41;10
C102.txt;828,94;2,68;10
C102.txt;828,94;1,21;10
C102.txt;828,94;1,06;10
